Time Step - No.;Time Step - Repetitions;Newton Iterations;Cumulative Time - DAYS;Date;Cumulative Production Oil MSTB;Cumulative Production Gas MMSCF;Cumulative Production Water MSTB;Cumulative Injection Gas MMSCF;Cumulative Injection Water MSTB;Production Rate Oil STB/D;Production Rate Gas MSCF/D;Production Rate Water STB/D;Injection Rate Gas MSCF/D;Injection Rate Water STB/D;Gaslift Rate - MSCF/D;Cumulative Gaslift - MMSCF;Gas Oil Ratio MSCF/STB;Water Oil Ratio STB/STB;Water Cut - STB/STB;Recovery OOIP - %;Ave.Wt. Pressure Tot-PV PSIA;Ave.Wt. Pressure HCPV+ PSIA;CPU TIME - Seconds;Elapsed TIME - Seconds
1591;0;4;16414.652;Mon Dec 10 00:00:00 GST 2035;550742;495635.9;148095.4;348846.8;637016.3;71414.56;97352.83;58693.29;79839.22;97840.07;35681.37;128239.8;1.36;0.82;0.45;18.3;4446.39;4332.15;123412.1;123605.8
1592;1;2;16418.21;Fri Dec 14 00:00:00 GST 2035;550956;495840.1;148288;348991.9;637370.6;60155.82;57402.63;54129.75;40797.45;99566.28;18144.91;128304.3;0.95;0.9;0.47;18.31;4446.14;4331.75;123525.1;123718.9
1593;0;2;16421.768;Mon Dec 17 00:00:00 GST 2035;551169.6;496044.2;148478.9;349137;637721.8;60024.95;57362.8;53664.67;40766.57;98718.12;18103.66;128368.7;0.96;0.89;0.47;18.31;4445.9;4331.42;123538.4;123732.3
1594;0;2;16425.326;Fri Dec 21 00:00:00 GST 2035;551382.8;496248.3;148668.7;349282;638070.4;59937.1;57360.87;53338.05;40769.09;97989.64;18106.86;128433.2;0.96;0.89;0.47;18.32;4445.67;4331.17;123551;123745
1595;0;5;16428.885;Mon Dec 24 00:00:00 GST 2035;551591;496450.3;148855.5;349425.4;638417.8;58503.13;56769.66;52505;40296.77;97637.32;16774.79;128492.9;0.97;0.9;0.47;18.33;4445.43;4330.93;123588.7;123782.7
1596;1;7;16430.662;Wed Dec 26 00:00:00 GST 2035;551694.3;496551;148947.5;349496.9;638586.1;58108.24;56613.01;51722.67;40167.6;94587.25;14669.73;128518.9;0.97;0.89;0.47;18.33;4445.31;4330.82;123780.3;123974.7
1597;0;2;16433.332;Sat Dec 29 00:00:00 GST 2035;551853.3;496703.8;149088.3;349605.4;638841.1;59565.34;57258.54;52742.78;40694.29;95559.75;18073.44;128567.2;0.96;0.89;0.47;18.34;4445.15;4330.65;123796.8;123991.2
1598;1;13;16434.666;Sun Dec 30 00:00:00 GST 2035;551923.3;496776.2;149152.7;349656.5;638970.8;52498.24;54261.24;48282.94;38274.46;97233.48;9108.88;128579.3;1.03;0.92;0.48;18.34;4445.08;4330.63;124060.4;124255.3
1599;0;8;16436;Tue Jan 01 00:00:00 GST 2036;551999.9;496851.3;149221.2;349709.8;639099.1;57379.98;56328.14;51348.66;39945.54;96151.93;13663.44;128597.6;0.98;0.89;0.47;18.34;4445;4330.57;124127.3;124322.4
1600;0;2;16438.668;Thu Jan 03 00:00:00 GST 2036;552183.7;497085.4;149381.3;349897.8;639355.2;68898.46;87732.09;60000;70440.3;95960.93;32028.02;128683;1.27;0.87;0.47;18.35;4444.75;4330.08;124159.8;124354.9
1601;0;3;16440.088;Sat Jan 05 00:00:00 GST 2036;552258.5;497215.3;149431.8;350004.9;639492.9;52714.07;91597.2;35637.7;75521.49;97117.54;0;128683;1.74;0.68;0.4;18.35;4444.76;4330.34;124199.3;124394.4
1602;0;2;16442.457;Mon Jan 07 00:00:00 GST 2036;552383;497451.3;149514.8;350194.5;639707.1;52526.72;99557.51;35009.4;80000;90374.32;0;128683;1.9;0.67;0.4;18.35;4444.76;4330.61;124226.5;124421.7
1603;0;3;16446.332;Fri Jan 11 00:00:00 GST 2036;552580.7;497856.9;149644.7;350504.5;640043.1;51015.87;104684.8;33518.19;80000;86717.11;0;128683;2.05;0.66;0.4;18.36;4444.72;4330.92;124262.1;124457.3
1604;0;3;16448.385;Sun Jan 13 00:00:00 GST 2036;552677.1;497998.6;149717.8;350614.1;640213.5;46978.29;68974.07;35590.27;53374;82952.41;0;128683;1.47;0.76;0.43;18.36;4444.67;4330.98;124301.1;124496.4
1605;0;5;16452.107;Thu Jan 17 00:00:00 GST 2036;552927.8;498295.3;149936;350846.9;640527.6;67318.9;79706.42;58619.34;62526.03;84367.64;25595.81;128778.3;1.18;0.87;0.47;18.37;4444.2;4329.84;124369;124564.6
1606;0;5;16459.555;Thu Jan 24 00:00:00 GST 2036;553370.3;498724.4;150343.2;351152.7;641230.1;59432.45;57627.86;54688.98;41067.66;94346.78;16765.09;128903.1;0.97;0.92;0.48;18.39;4443.62;4328.94;124413.5;124609.2
1607;0;5;16467;Fri Feb 01 00:00:00 GST 2036;553806.8;499150.8;150740.1;351456.2;641955.1;58629.04;57268.02;53300.61;40761.91;97369.71;16640.27;129027;0.98;0.91;0.48;18.4;4443.14;4328.42;124457;124652.9
1608;0;10;16481.5;Fri Feb 15 00:00:00 GST 2036;554516.9;500641.2;151189.5;352616.2;643197.2;48972.04;102783.7;30989.89;80000;85665.61;0;129027;2.1;0.63;0.39;18.43;4443.09;4330.08;124594.4;124790.9
1609;0;9;16496;Sat Mar 01 00:00:00 GST 2036;555217.7;501893.6;151664.9;353640.2;644312.4;48327.51;86374.1;32788.7;70625.03;76912.32;0;129027;1.79;0.68;0.4;18.45;4442.64;4330.8;124698.3;124895.2
1610;2;4;16497.938;Sun Mar 02 00:00:00 GST 2036;555337.5;502008.7;151776.8;353723;644474.5;61837.99;59422.79;57782.38;42697.82;83641.96;18223.93;129062.4;0.96;0.93;0.48;18.45;4442.4;4330.22;125094.8;125292.5
1611;0;4;16499.656;Tue Mar 04 00:00:00 GST 2036;555439.1;502138.7;151880;353824.5;644631.6;59134.07;75612.51;60000;59080.69;91405.24;27174.46;129109.1;1.28;1.01;0.5;18.46;4442.25;4329.84;125132.1;125329.9
1612;0;1;16500.705;Wed Mar 05 00:00:00 GST 2036;555503.1;502219.9;151943;353888.2;644733.9;60889.64;77315.02;60000;60644.07;97417.23;27902.58;129138.4;1.27;0.99;0.5;18.46;4442.17;4329.64;125139.9;125337.6
1613;0;4;16502.082;Fri Mar 07 00:00:00 GST 2036;555591.1;502337.7;152025.6;353982.7;644874.1;63960.47;85609.79;60000;68693.09;101888.3;31634.89;129181.9;1.34;0.94;0.48;18.46;4442.07;4329.38;125170.7;125368.6
1614;0;2;16504.836;Sun Mar 09 00:00:00 GST 2036;555763.6;502537.7;152190.7;354136.5;645155.6;62664.24;72657.66;60000;55849.91;102254.2;25652.33;129252.5;1.16;0.96;0.49;18.47;4441.88;4328.9;125189.1;125387
1615;0;3;16508.71;Thu Mar 13 00:00:00 GST 2036;556006.9;502834.8;152423.2;354368.3;645554.3;62779.33;76654.46;60000;59828.27;102879.6;27510.6;129359.1;1.22;0.96;0.49;18.48;4441.62;4328.28;125214.4;125412.3
1616;0;5;16512.367;Mon Mar 17 00:00:00 GST 2036;556232.3;503053.7;152636.5;354526;645931.7;61634.58;59847.51;58312.01;43119.11;103174.5;18648.72;129427.3;0.97;0.95;0.49;18.48;4441.38;4327.81;125263.5;125461.6
1617;0;2;16519.684;Mon Mar 24 00:00:00 GST 2036;556678.4;503487.8;153055.2;354838.1;646681.2;60981.36;59341.81;57232.21;42661.67;102446.2;19555.6;129570.4;0.97;0.94;0.48;18.5;4440.92;4327.05;125279.2;125477.3
1618;0;5;16527;Tue Apr 01 00:00:00 GST 2036;557110.5;503915.9;153464.7;355145.4;647418.6;59053.67;58520.25;55971.85;41999.04;100803.2;18156.23;129703.2;0.99;0.95;0.49;18.51;4440.47;4326.53;125327.1;125525.3
1619;0;13;16534.5;Tue Apr 08 00:00:00 GST 2036;557515.1;504338.8;153855.5;355447.3;648164.2;53947.06;56377.67;52101.88;40258.59;99416.51;10412.27;129781.3;1.05;0.97;0.49;18.53;4440.16;4326.5;125475.4;125673.9
1620;0;5;16545.75;Sat Apr 19 00:00:00 GST 2036;558107.2;505519.4;154234.8;356347.3;649232.1;52633.6;104942.7;33715.9;80000;94923.97;0;129781.3;1.99;0.64;0.39;18.55;4440.24;4327.74;125538.5;125737
1621;0;5;16557;Thu May 01 00:00:00 GST 2036;558823.6;506845;154741.1;357247.3;650185.3;63680.52;117834.4;45004.15;80000;84722.14;13500;129933.2;1.85;0.71;0.41;18.57;4439.35;4325.81;125589.6;125788.2
1622;0;12;16572.5;Fri May 16 00:00:00 GST 2036;559635.3;507705.5;155501;357860.1;651573.9;52369.56;55518.12;49028.63;39533.1;89589.84;9354.77;130078.2;1.06;0.94;0.48;18.6;4438.42;4325.06;125748.2;125947.1
1623;2;4;16574.438;Sun May 18 00:00:00 GST 2036;559760;507882.6;155617.3;358004.4;651752.1;64328.93;91400.57;60000;74453.46;91967.74;32830.27;130141.8;1.42;0.93;0.48;18.6;4438.24;4324.65;126158.3;126357.7
1624;0;8;16577.828;Wed May 21 00:00:00 GST 2036;559936.4;508228.6;155734.8;358275.6;652074.4;52022.1;102027.1;34671.85;80000;95054.15;5400;130160.1;1.96;0.67;0.4;18.61;4438.27;4325.1;126271.8;126471.4
1625;1;4;16580.371;Sat May 24 00:00:00 GST 2036;560101.9;508518.9;155859.5;358479;652286.7;65090.8;114183.1;49031.4;80000;83493.89;17550;130204.7;1.75;0.75;0.43;18.61;4438.04;4324.59;126413.3;126613.1
1626;0;3;16582.277;Mon May 26 00:00:00 GST 2036;560185.7;508680;155914.3;358610.7;652443.1;43959.58;84443;28715.88;69018.38;82008.13;15934.65;130235.1;1.92;0.65;0.4;18.61;4438.03;4324.86;126479.3;126679.2
1627;0;9;16584.186;Wed May 28 00:00:00 GST 2036;560290.5;508790.6;156020.8;358690.5;652584.5;54951.9;58009.75;55841.82;41829.94;74125;11216.45;130256.5;1.06;1.02;0.5;18.62;4437.81;4324.37;126574.6;126774.7
1628;0;2;16586.094;Fri May 30 00:00:00 GST 2036;560395.3;508900.6;156126.4;358769.6;652754;54913.62;57685.15;55359.31;41500.23;88873.22;16784.69;130288.5;1.05;1.01;0.5;18.62;4437.66;4324.08;126600.4;126800.5
1629;0;2;16588;Sun Jun 01 00:00:00 GST 2036;560503.5;509011.5;156232.8;358849.3;652932.9;56769.73;58122.79;55815.15;41781.6;93825.68;17827.75;130322.5;1.02;0.98;0.5;18.62;4437.52;4323.83;126618.5;126818.6
1630;0;3;16591.814;Wed Jun 04 00:00:00 GST 2036;560726.2;509235;156441.8;359010;653295.1;58375.78;58597.93;54796.03;42122.24;94937.27;18464.06;130393;1;0.94;0.48;18.63;4437.25;4323.39;126650.6;126850.8
1631;0;2;16595.69;Sun Jun 08 00:00:00 GST 2036;560946.6;509459.5;156651.2;359171.1;653662;56877.96;57927.44;54028.25;41576.34;94697.69;18214.96;130463.6;1.02;0.95;0.49;18.64;4437;4323.02;126668.2;126868.5
1632;0;2;16603.127;Mon Jun 16 00:00:00 GST 2036;561372.6;509891.7;157047.9;359481.4;654362;57275.56;58113.09;53340.89;41724.41;94130.64;18281.25;130599.5;1.01;0.93;0.48;18.65;4436.5;4322.37;126688.9;126889.1
1633;0;7;16610.562;Mon Jun 23 00:00:00 GST 2036;561751;510644.8;157313.8;360076.3;655056.7;50888.94;101267.9;35759.04;80000;93408.49;0;130599.5;1.99;0.7;0.41;18.67;4436.53;4323.2;126777.9;126978.3
1634;0;2;16614.281;Fri Jun 27 00:00:00 GST 2036;561947.1;511069.5;157437;360373.8;655372.7;52727.4;114219.5;33125.21;80000;84976.28;0;130599.5;2.17;0.63;0.39;18.67;4436.46;4323.25;126811.3;127011.7
1635;0;2;16618;Tue Jul 01 00:00:00 GST 2036;562105.8;511262.8;157579;360510.4;655676.7;42675.67;51992.22;38205.88;36750.59;81750.98;0;130599.5;1.22;0.9;0.47;18.68;4436.36;4323.37;126842;127042.5
1636;0;2;16624.2;Mon Jul 07 00:00:00 GST 2036;562371.6;511587.1;157829.1;360740.1;656193.7;42880.72;52304.44;40326.66;37046.26;83394.96;0;130599.5;1.22;0.94;0.48;18.69;4436.23;4323.65;126877.4;127077.9
1637;0;5;16636.6;Sat Jul 19 00:00:00 GST 2036;563092.2;512317.4;158490.5;361266.3;657260.7;58107.16;58892.01;53344.5;42436.33;86045.29;16769.34;130807.4;1.01;0.92;0.48;18.71;4435.12;4321.7;126931.3;127131.9
1638;0;10;16649;Fri Aug 01 00:00:00 GST 2036;563728.5;513682.5;158936.4;362258.3;658385;51316.04;110087.8;35958.58;80000;90669.2;0;130807.4;2.15;0.7;0.41;18.73;4435.04;4322.29;127041.3;127242.1
1639;0;12;16664.5;Sat Aug 16 00:00:00 GST 2036;564574.3;514584.9;159808.8;362910.2;659681.2;54569.09;58223.59;56279.51;42057.57;83625.34;10136.04;130964.6;1.07;1.03;0.51;18.76;4433.61;4319.6;127187.7;127388.7
1640;1;5;16672.25;Sun Aug 24 00:00:00 GST 2036;565021.4;515045.1;160257.4;363243.1;660490.1;57688.74;59372.47;57892.05;42953.91;104383.1;17840.18;131102.8;1.03;1;0.5;18.77;4433.19;4318.91;127441.2;127642.5
1641;2;2;16673.219;Mon Aug 25 00:00:00 GST 2036;565089.5;515138;160315.5;363319.2;660561.4;70307.89;95918.26;60000;78483.81;73582.14;35243.83;131137;1.36;0.85;0.46;18.78;4433.04;4318.59;127888.9;128090.8
1642;0;1;16674.914;Tue Aug 26 00:00:00 GST 2036;565204.5;515301.1;160417.3;363453.1;660720;67847.62;96218.22;60000;78979.45;93519.71;35466.41;131197.1;1.42;0.88;0.47;18.78;4432.88;4318.23;127896.8;128098.8
1643;0;2;16677.457;Fri Aug 29 00:00:00 GST 2036;565340.6;515561.1;160503;363656.5;660947.6;53502.71;102239.5;33702.73;80000;89495.31;1350;131200.5;1.91;0.63;0.39;18.79;4432.86;4318.48;127930.7;128132.7
1644;0;2;16680;Mon Sep 01 00:00:00 GST 2036;565483.1;515846.3;160592.7;363859.9;661164.9;56067.12;112162.3;35279.99;80000;85452.54;2700;131207.4;2;0.63;0.39;18.79;4432.77;4318.44;127954.7;128156.7
1645;0;4;16683.875;Thu Sep 04 00:00:00 GST 2036;565714.6;516081.3;160813.3;364030.6;661487.8;59731.53;60643.97;56941.64;44045.56;83331.72;19311.06;131282.2;1.02;0.95;0.49;18.8;4432.33;4317.49;128003;128205.1
1646;0;4;16687.75;Mon Sep 08 00:00:00 GST 2036;565940;516312.7;161029.6;364198.1;661856.6;58170.26;59703.64;55808.07;43231.23;95185.76;18955.64;131355.7;1.03;0.96;0.49;18.81;4432.04;4316.99;128030.6;128232.8
1647;2;2;16688.234;Tue Sep 09 00:00:00 GST 2036;565968.3;516341.6;161056.5;364219.1;661903.3;58440.54;59795.19;55527.63;43299.06;96346.16;18983.89;131364.9;1.02;0.95;0.49;18.81;4431.99;4316.91;128284.7;128487.5
1648;0;2;16689.203;Wed Sep 10 00:00:00 GST 2036;566024.8;516399.5;161110.1;364261;661999.1;58326.13;59718.83;55307.58;43231.39;98938.8;18954.29;131383.2;1.02;0.95;0.49;18.81;4431.93;4316.82;128296.9;128499.6
1649;0;3;16691.14;Fri Sep 12 00:00:00 GST 2036;566136.5;516514.6;161216.6;364344.2;662192.6;57636.44;59400.47;54995.03;42970.32;99833.3;18838.6;131419.7;1.03;0.95;0.49;18.81;4431.82;4316.67;128320.4;128523.2
1650;2;2;16691.611;Fri Sep 12 00:00:00 GST 2036;566163.2;516542.4;161242.5;364364.3;662234.1;56564.82;58946.29;54833.59;42607.07;88134.24;18678.27;131428.5;1.04;0.97;0.49;18.81;4431.77;4316.6;128549.7;128753
1651;0;2;16692.555;Sat Sep 13 00:00:00 GST 2036;566217.2;516598.2;161294.1;364404.7;662323.8;57267.65;59232.88;54716.5;42833.1;95126.94;18777.39;131446.2;1.03;0.96;0.49;18.81;4431.71;4316.51;128564.3;128767.6
1652;2;5;16692.791;Sat Sep 13 00:00:00 GST 2036;566230.6;516612.1;161306.8;364414.8;662346;57007.59;59095.69;54186.32;42715.77;94082.27;17335.02;131450.3;1.04;0.95;0.49;18.81;4431.69;4316.49;128809.9;129013.8
1653;0;2;16693.262;Sun Sep 14 00:00:00 GST 2036;566257.2;516639.9;161332.6;364434.8;662391.8;56346.54;58847.82;54604.61;42526.08;97227.82;18642.49;131459.1;1.04;0.97;0.49;18.82;4431.66;4316.45;128824.3;129028.2
1654;0;2;16694.205;Mon Sep 15 00:00:00 GST 2036;566311;516695.7;161384;364475.2;662484.9;57112.4;59165.35;54530.39;42777.87;98657.26;18753.21;131476.8;1.04;0.95;0.49;18.82;4431.61;4316.39;128838.1;129042
1655;2;9;16694.441;Mon Sep 15 00:00:00 GST 2036;566323.7;516709.3;161396.2;364485;662505.9;53875.2;57662.17;51792.55;41538.58;89187.86;12382.58;131479.7;1.07;0.96;0.49;18.82;4431.59;4316.37;129120.6;129325.1
1656;1;5;16694.678;Mon Sep 15 00:00:00 GST 2036;566337.2;516723.2;161409;364495;662528.1;56948.86;59086.89;54026.86;42711.01;94315.36;17333.21;131483.8;1.04;0.95;0.49;18.82;4431.57;4316.35;129275.3;129480.1
1657;0;2;16695.148;Tue Sep 16 00:00:00 GST 2036;566363.5;516750.8;161434.6;364515;662573.9;55794.93;58622.99;54427.17;42347.21;97148.99;18564.14;131492.6;1.05;0.98;0.49;18.82;4431.55;4316.32;129289.4;129494.2
1658;0;2;16696.092;Wed Sep 17 00:00:00 GST 2036;566417.2;516806.6;161485.9;364555.3;662666.8;57004.64;59124.19;54353.42;42744.98;98449.34;18738.72;131510.2;1.04;0.95;0.49;18.82;4431.49;4316.25;129303.2;129508
1659;0;2;16697.977;Thu Sep 18 00:00:00 GST 2036;566522.8;516917.4;161588;364635.3;662853.2;55971.22;58726.61;54165.58;42434.9;98853.66;18602.37;131545.3;1.05;0.97;0.49;18.82;4431.39;4316.15;129319.2;129524.1
1660;0;2;16700.982;Sun Sep 21 00:00:00 GST 2036;566693;517094.9;161750.4;364763.8;663150.1;56639.75;59078.16;54027.8;42729.05;98785.35;18731.56;131601.6;1.04;0.95;0.49;18.83;4431.22;4315.97;129336.1;129541.1
1661;0;2;16703.988;Wed Sep 24 00:00:00 GST 2036;566859.3;517271;161912.3;364891.1;663446;55317.2;58586.68;53854.71;42349.43;98428.91;18564.7;131657.4;1.06;0.97;0.49;18.84;4431.05;4315.83;129352.6;129557.5
1662;0;5;16706.994;Sat Sep 27 00:00:00 GST 2036;567060.6;517563.1;162092.6;365131.5;663740.5;66986.68;97183.52;60000;80000;97976.9;25301.95;131733.5;1.45;0.9;0.47;18.84;4430.79;4315.3;129406.6;129611.7
1663;0;2;16708.496;Mon Sep 29 00:00:00 GST 2036;567138.1;517716.4;162144.8;365251.7;663883.2;51522.82;102019.6;34730.67;80000;94991.33;0;131733.5;1.98;0.67;0.4;18.85;4430.8;4315.51;129447;129652.1
1664;0;2;16710;Wed Oct 01 00:00:00 GST 2036;567215.5;517879.3;162198.4;365372;664018.2;51508.42;108379.2;35667.89;80000;89789.86;0;131733.5;2.1;0.69;0.41;18.85;4430.79;4315.62;129473.6;129678.7
1665;0;2;16713.006;Sat Oct 04 00:00:00 GST 2036;567357.4;518158.2;162305.1;365603.7;664282.9;47222.47;92790.03;35500.4;77099.54;88081.01;0;131733.5;1.96;0.75;0.43;18.85;4430.77;4315.9;129511.2;129716.4
1666;0;8;16718.605;Thu Oct 09 00:00:00 GST 2036;567667.9;518491;162629.3;365845.6;664768.9;55462.85;59441.26;57891.64;43197.49;86810.71;13999.66;131811.8;1.07;1.04;0.51;18.86;4430.25;4314.89;129593.4;129798.7
1667;2;3;16720.004;Sat Oct 11 00:00:00 GST 2036;567750.2;518576.2;162712;365907.6;664930.7;58755.27;60815.16;59097.45;44295.37;115548.6;19836.39;131839.6;1.04;1.01;0.5;18.87;4430.2;4314.8;129838.8;130044.6
1668;0;14;16722.805;Mon Oct 13 00:00:00 GST 2036;567893.2;518736.6;162859.1;366023.5;665234.9;51106.56;57321;52535.45;41422.81;108672.4;8264.56;131862.7;1.12;1.03;0.51;18.87;4430.17;4314.94;129961.1;130167.1
1669;0;2;16726.443;Fri Oct 17 00:00:00 GST 2036;568104;518956.2;163068.4;366183.3;665610.6;57909.51;60345.28;57529.28;43890.86;103223.4;19655.24;131934.3;1.04;0.99;0.5;18.88;4429.97;4314.64;129978;130184
1670;1;5;16728.264;Sun Oct 19 00:00:00 GST 2036;568207.8;519065.3;163171.5;366262.5;665789.2;57056.75;59947.86;56672.19;43562.68;98160.97;17993.25;131967;1.05;0.99;0.5;18.88;4429.85;4314.47;130122.5;130328.8
1671;0;2;16731.447;Wed Oct 22 00:00:00 GST 2036;568389.1;519256;163351.5;366401.1;666106.4;56934.17;59893.01;56520.06;43518.49;99631.59;19488.48;132029.1;1.05;0.99;0.5;18.89;4429.65;4314.21;130137.7;130344
1672;0;4;16734.63;Sat Oct 25 00:00:00 GST 2036;568569.9;519447;163531.1;366539.9;666424.5;56770.13;59957.67;56387.62;43597.43;99890.45;19523.83;132091.2;1.06;0.99;0.5;18.89;4429.47;4314.01;130166.2;130372.6
1673;0;10;16737.816;Tue Oct 28 00:00:00 GST 2036;568663.7;519670.1;163584.8;366717.5;666554.8;29451.55;70087.57;16870.6;55749.96;40918.96;2882.19;132100.4;2.38;0.57;0.36;18.9;4429.29;4314.67;130397.8;130604.4
1674;1;4;16738.611;Wed Oct 29 00:00:00 GST 2036;568709.8;519741.1;163632.6;366775.3;666579.7;57986.52;89142.6;60000;72664.04;31252.58;30174.61;132124.4;1.54;1.03;0.51;18.9;4429.1;4314.27;130566;130772.9
1675;0;5;16739.807;Thu Oct 30 00:00:00 GST 2036;568791.5;519862.3;163700.5;366870.8;666668.4;68409.12;101514;56871.08;80000;74301.71;43200;132176;1.48;0.83;0.45;18.9;4428.94;4313.82;130632.8;130839.8
1676;0;5;16741;Sat Nov 01 00:00:00 GST 2036;568872.6;519978.7;163767.8;366966.4;666784.4;67927.85;97450.41;56343.98;80000;97138.27;47250;132232.5;1.43;0.83;0.45;18.9;4428.85;4313.54;130684.8;130892.4
1677;0;1;16743.389;Mon Nov 03 00:00:00 GST 2036;568986.9;520156.8;163863.7;367107;667028.9;47849.82;74559.5;40191.73;58862.62;102379;18062.43;132275.6;1.56;0.84;0.46;18.91;4428.89;4313.8;130714.9;130922.6
1678;0;2;16746.219;Thu Nov 06 00:00:00 GST 2036;569130.7;520322.9;164014.4;367228.1;667306.1;50800.65;58679.84;53223.31;42791.86;97905.5;16385.59;132322;1.16;1.05;0.51;18.91;4428.77;4313.64;130733.6;130941.2
1679;0;2;16749.104;Sun Nov 09 00:00:00 GST 2036;569274.8;520490.4;164164.3;367349.9;667602.6;49960.62;58070.11;51967.26;42246.36;102802.9;16173.23;132368.6;1.16;1.04;0.51;18.92;4428.72;4313.69;130747.6;130955.3
1680;0;2;16752.979;Wed Nov 12 00:00:00 GST 2036;569465.6;520713.5;164362.4;367511.9;668004.5;49236.96;57570.45;51133.36;41803.39;103713.8;16003.68;132430.6;1.17;1.04;0.51;18.92;4428.67;4313.83;130761.4;130969.2
1681;0;2;16758.986;Tue Nov 18 00:00:00 GST 2036;569759;521057.6;164665.4;367761.6;668623.7;48831.33;57291.45;50430.02;41554.97;103083.2;15908.56;132526.2;1.17;1.03;0.51;18.93;4428.58;4314.11;130777.7;130985.5
1682;0;2;16764.992;Mon Nov 24 00:00:00 GST 2036;570050.1;521400.5;164965.8;368010;669234.3;48457.9;57073.07;50011.17;41365.76;101642.8;15836.11;132621.3;1.18;1.03;0.51;18.94;4428.49;4314.39;130792.2;131000
1683;1;6;16767.996;Thu Nov 27 00:00:00 GST 2036;570193.8;521697.3;165056.4;368250.3;669483.9;47841.91;98812.13;30159.88;80000;83098.06;0;132621.3;2.07;0.63;0.39;18.95;4428.47;4314.78;131070.3;131278.5
1684;0;2;16771;Mon Dec 01 00:00:00 GST 2036;570340.8;522030.8;165153.1;368490.6;669717.7;48973.25;111049.6;32200.33;80000;77827.42;0;132621.3;2.27;0.66;0.4;18.95;4428.38;4314.85;131096.3;131304.5
1685;0;1;16772.336;Tue Dec 02 00:00:00 GST 2036;570399.4;522151.6;165193.8;368590.8;669821.7;43828.11;90388.27;30462.23;74950.9;77825.78;0;132621.3;2.06;0.7;0.41;18.95;4428.36;4314.98;131126.1;131334.4
1686;0;2;16775.01;Fri Dec 05 00:00:00 GST 2036;570501.3;522286.4;165286.3;368685.7;670023.5;38106.69;50429.7;34593.46;35527.09;75507.08;0;132621.3;1.32;0.91;0.48;18.96;4428.29;4315.17;131147;131355.3
1687;0;9;16778.885;Mon Dec 08 00:00:00 GST 2036;570717.6;522520;165488.7;368856.3;670322.5;55823.5;60274.58;52236.4;44005.26;77163.3;12962.5;132671.6;1.08;0.94;0.48;18.96;4427.89;4314.34;131224.5;131433
1688;0;2;16781.793;Thu Dec 11 00:00:00 GST 2036;570885.7;522695.9;165641.3;368984.4;670579.4;57779.62;60475.15;52463.71;44035.96;88298.68;18578.73;132725.6;1.05;0.91;0.48;18.97;4427.64;4313.85;131240.5;131449
1689;0;2;16785.668;Mon Dec 15 00:00:00 GST 2036;571106.9;522928.2;165839.6;369153.1;670933.2;57081.83;59946.99;51166.5;43555.73;91319.45;18391.82;132796.9;1.05;0.9;0.47;18.98;4427.37;4313.39;131257.2;131465.7
1690;0;2;16791.111;Sun Dec 21 00:00:00 GST 2036;571414.6;523252.9;166114.2;369388.9;671430.8;56537.13;59653.18;50445.79;43302.28;91403.42;18281.34;132896.4;1.06;0.89;0.47;18.99;4427.02;4312.91;131271.7;131480.2
1691;0;5;16796.557;Fri Dec 26 00:00:00 GST 2036;571712.7;523574.1;166383.4;369621.8;671924.9;54754.77;58996.81;49444.21;42791.89;90762.96;16883.79;132988.3;1.08;0.9;0.47;19;4426.69;4312.54;131307.3;131515.9
1692;0;12;16802;Thu Jan 01 00:00:00 GST 2037;572060.2;524101.9;166710;370057.4;672414.5;63829.77;96952.1;60000;80000;89932.87;23037.97;133113.7;1.52;0.94;0.48;19.01;4426.12;4311.4;131446.7;131655.6
1693;0;10;16807.463;Tue Jan 06 00:00:00 GST 2037;572334;524745.8;166886.1;370494.4;672905.4;50120.5;117862.6;32224.85;80000;89863.31;0;133113.7;2.35;0.64;0.39;19.02;4426.11;4311.77;131578.9;131787.9
1694;0;7;16815.975;Wed Jan 14 00:00:00 GST 2037;572813.5;525266.6;167392.2;370876.3;673616.2;56322.92;61187.8;59455.98;44863.98;83492.97;16870.76;133257.3;1.09;1.06;0.51;19.03;4425.19;4309.9;131656.7;131865.8
1695;1;5;16820.232;Mon Jan 19 00:00:00 GST 2037;573055;525527.2;167641.1;371067.2;674064.9;56742.55;61218.61;58488.44;44853.64;105422.3;19164.95;133338.9;1.08;1.03;0.51;19.04;4424.97;4309.56;131806.2;132015.7
1696;0;1;16826.615;Sun Jan 25 00:00:00 GST 2037;573415.1;525916.9;168010.2;371352.6;674728.4;56416.58;61048.23;57816.27;44708.17;103929.4;20365.02;133468.9;1.08;1.02;0.51;19.05;4424.65;4309.18;131816.3;132025.8
1697;0;8;16833;Sun Feb 01 00:00:00 GST 2037;573714.4;526606.6;168205.9;371863.4;675254.6;46881.93;108032.9;30657.29;80000;82420.12;0;133468.9;2.3;0.65;0.4;19.06;4424.56;4309.86;131917.4;132127
1698;0;4;16840;Sun Feb 08 00:00:00 GST 2037;574055.5;527459.4;168428;372423.4;675792.6;48724.21;121818.6;31722.52;80000;76863.35;1350;133478.4;2.5;0.65;0.39;19.07;4424.33;4309.75;131972.6;132182.2
